product_id,category_id,product_name,manufacturer,part_number,product_type,description,technical_specs,is_active,created_at
260,6,Hydraulic Valve Assembly 260,Demo Aero Components 1,DEMO-PART-00260,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00260"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP013"", ""source_unit_cost"": ""1314.97""}",true,2026-09-01 00:00:00
261,3,Engine Ignition Lead 261,Demo Aero Components 2,DEMO-PART-00261,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 548, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00261"", ""source_shelf_life_days"": 577, ""source_supplier_id"": ""SUP010"", ""source_unit_cost"": ""4244.50""}",true,2026-09-01 00:00:00
262,8,Structural Bracket 262,Demo Aero Components 3,DEMO-PART-00262,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00262"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP030"", ""source_unit_cost"": ""409.35""}",true,2026-09-01 00:00:00
263,8,Access Panel 263,Demo Aero Components 4,DEMO-PART-00263,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00263"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP029"", ""source_unit_cost"": ""853.64""}",true,2026-09-01 00:00:00
264,8,Structural Bracket 264,Demo Aero Components 5,DEMO-PART-00264,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00264"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP033"", ""source_unit_cost"": ""3692.57""}",true,2026-09-01 00:00:00
265,6,Hydraulic Filter 265,Demo Aero Components 1,DEMO-PART-00265,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00265"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP007"", ""source_unit_cost"": ""397.06""}",true,2026-09-01 00:00:00
266,5,Engine Housing Fastener Set 266,Demo Aero Components 2,DEMO-PART-00266,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 526, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00266"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP020"", ""source_unit_cost"": ""1352.93""}",true,2026-09-01 00:00:00
267,2,Cabin Air Filter 267,Demo Aero Components 3,DEMO-PART-00267,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00267"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP009"", ""source_unit_cost"": ""217.89""}",true,2026-09-01 00:00:00
268,2,Cabin Control Panel 268,Demo Aero Components 4,DEMO-PART-00268,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00268"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP036"", ""source_unit_cost"": ""427.40""}",true,2026-09-01 00:00:00
269,1,Navigation Interface 269,Demo Aero Components 5,DEMO-PART-00269,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00269"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP011"", ""source_unit_cost"": ""794.41""}",true,2026-09-01 00:00:00
270,3,Engine Starter Relay 270,Demo Aero Components 1,DEMO-PART-00270,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 530, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00270"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP006"", ""source_unit_cost"": ""3295.81""}",true,2026-09-01 00:00:00
271,2,Cabin Air Filter 271,Demo Aero Components 2,DEMO-PART-00271,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00271"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP023"", ""source_unit_cost"": ""4616.09""}",true,2026-09-01 00:00:00
272,1,Communication Control Unit 272,Demo Aero Components 3,DEMO-PART-00272,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00272"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP036"", ""source_unit_cost"": ""202.26""}",true,2026-09-01 00:00:00
273,5,Engine Mount Bolt Kit 273,Demo Aero Components 4,DEMO-PART-00273,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 548, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00273"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP037"", ""source_unit_cost"": ""1911.63""}",true,2026-09-01 00:00:00
274,1,Communication Control Unit 274,Demo Aero Components 5,DEMO-PART-00274,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00274"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP004"", ""source_unit_cost"": ""219.07""}",true,2026-09-01 00:00:00
275,4,Fuel Nozzle Assembly 275,Demo Aero Components 1,DEMO-PART-00275,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 553, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00275"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP014"", ""source_unit_cost"": ""1039.59""}",true,2026-09-01 00:00:00
276,4,Compressor Service Module 276,Demo Aero Components 2,DEMO-PART-00276,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 554, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00276"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP007"", ""source_unit_cost"": ""1238.40""}",true,2026-09-01 00:00:00
277,3,Engine Ignition Lead 277,Demo Aero Components 3,DEMO-PART-00277,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 524, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00277"", ""source_shelf_life_days"": 649, ""source_supplier_id"": ""SUP013"", ""source_unit_cost"": ""1230.77""}",true,2026-09-01 00:00:00
278,5,Engine Housing Fastener Set 278,Demo Aero Components 4,DEMO-PART-00278,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 526, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00278"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP022"", ""source_unit_cost"": ""5445.91""}",true,2026-09-01 00:00:00
279,5,Engine Mount Bolt Kit 279,Demo Aero Components 5,DEMO-PART-00279,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 527, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00279"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP012"", ""source_unit_cost"": ""10994.03""}",true,2026-09-01 00:00:00
280,2,Cabin Control Panel 280,Demo Aero Components 1,DEMO-PART-00280,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00280"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP003"", ""source_unit_cost"": ""1437.70""}",true,2026-09-01 00:00:00
281,5,Engine Mount Bolt Kit 281,Demo Aero Components 2,DEMO-PART-00281,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 529, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00281"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP021"", ""source_unit_cost"": ""10105.58""}",true,2026-09-01 00:00:00
282,3,Engine Starter Relay 282,Demo Aero Components 3,DEMO-PART-00282,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 530, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00282"", ""source_shelf_life_days"": 564, ""source_supplier_id"": ""SUP003"", ""source_unit_cost"": ""2754.00""}",true,2026-09-01 00:00:00
283,7,Landing Gear Seal Kit 283,Demo Aero Components 4,DEMO-PART-00283,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00283"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP010"", ""source_unit_cost"": ""5930.81""}",true,2026-09-01 00:00:00
284,5,Engine Housing Fastener Set 284,Demo Aero Components 5,DEMO-PART-00284,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 547, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00284"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP001"", ""source_unit_cost"": ""2827.57""}",true,2026-09-01 00:00:00
285,5,Engine Mount Bolt Kit 285,Demo Aero Components 1,DEMO-PART-00285,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 548, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00285"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP004"", ""source_unit_cost"": ""912.56""}",true,2026-09-01 00:00:00
286,3,Engine Starter Relay 286,Demo Aero Components 2,DEMO-PART-00286,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 550, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00286"", ""source_shelf_life_days"": 881, ""source_supplier_id"": ""SUP018"", ""source_unit_cost"": ""3853.73""}",true,2026-09-01 00:00:00
287,2,Cabin Air Filter 287,Demo Aero Components 3,DEMO-PART-00287,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00287"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP035"", ""source_unit_cost"": ""2066.75""}",true,2026-09-01 00:00:00
288,3,Engine Starter Relay 288,Demo Aero Components 4,DEMO-PART-00288,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 554, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00288"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP031"", ""source_unit_cost"": ""966.42""}",true,2026-09-01 00:00:00
289,8,Access Panel 289,Demo Aero Components 5,DEMO-PART-00289,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00289"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP004"", ""source_unit_cost"": ""356.43""}",true,2026-09-01 00:00:00
290,7,Landing Gear Sensor 290,Demo Aero Components 1,DEMO-PART-00290,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00290"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP002"", ""source_unit_cost"": ""1164.96""}",true,2026-09-01 00:00:00
291,6,Hydraulic Filter 291,Demo Aero Components 2,DEMO-PART-00291,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00291"", ""source_shelf_life_days"": 767, ""source_supplier_id"": ""SUP014"", ""source_unit_cost"": ""1374.28""}",true,2026-09-01 00:00:00
292,4,Engine Oil Filter 292,Demo Aero Components 3,DEMO-PART-00292,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 528, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00292"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP027"", ""source_unit_cost"": ""334.17""}",true,2026-09-01 00:00:00
293,6,Hydraulic Filter 293,Demo Aero Components 4,DEMO-PART-00293,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00293"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP030"", ""source_unit_cost"": ""769.12""}",true,2026-09-01 00:00:00
294,2,Cabin Control Panel 294,Demo Aero Components 5,DEMO-PART-00294,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00294"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP033"", ""source_unit_cost"": ""3005.67""}",true,2026-09-01 00:00:00
295,8,Access Panel 295,Demo Aero Components 1,DEMO-PART-00295,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00295"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP014"", ""source_unit_cost"": ""320.21""}",true,2026-09-01 00:00:00
296,5,Engine Housing Fastener Set 296,Demo Aero Components 2,DEMO-PART-00296,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 547, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00296"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP007"", ""source_unit_cost"": ""720.63""}",true,2026-09-01 00:00:00
297,7,Landing Gear Seal Kit 297,Demo Aero Components 3,DEMO-PART-00297,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00297"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP002"", ""source_unit_cost"": ""1258.51""}",true,2026-09-01 00:00:00
298,1,Communication Control Unit 298,Demo Aero Components 4,DEMO-PART-00298,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00298"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP006"", ""source_unit_cost"": ""305.20""}",true,2026-09-01 00:00:00
299,5,Engine Mount Bolt Kit 299,Demo Aero Components 5,DEMO-PART-00299,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 553, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00299"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP003"", ""source_unit_cost"": ""692.47""}",true,2026-09-01 00:00:00
300,5,Engine Housing Fastener Set 300,Demo Aero Components 1,DEMO-PART-00300,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 554, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00300"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP035"", ""source_unit_cost"": ""3351.06""}",true,2026-09-01 00:00:00
301,9,CFM56-2B Replacement Engine,CFM INTL,DEMO-ENGINE-MODEL-524,ENGINE,Custom demo replacement offer using an FAA model reference; not a real manufacturer part number or commercial offer.,"{""engine_model_id"": 524, ""is_demo"": true, ""reference_source"": ""FAA ENGINE""}",true,2026-09-01 00:00:00
302,9,CFM56-3B Replacement Engine,CFM INTL,DEMO-ENGINE-MODEL-526,ENGINE,Custom demo replacement offer using an FAA model reference; not a real manufacturer part number or commercial offer.,"{""engine_model_id"": 526, ""is_demo"": true, ""reference_source"": ""FAA ENGINE""}",true,2026-09-01 00:00:00
303,9,CFM56-3B-1 Replacement Engine,CFM INTL,DEMO-ENGINE-MODEL-527,ENGINE,Custom demo replacement offer using an FAA model reference; not a real manufacturer part number or commercial offer.,"{""engine_model_id"": 527, ""is_demo"": true, ""reference_source"": ""FAA ENGINE""}",true,2026-09-01 00:00:00
304,9,CFM56-3B2 Replacement Engine,CFM INTL,DEMO-ENGINE-MODEL-528,ENGINE,Custom demo replacement offer using an FAA model reference; not a real manufacturer part number or commercial offer.,"{""engine_model_id"": 528, ""is_demo"": true, ""reference_source"": ""FAA ENGINE""}",true,2026-09-01 00:00:00
305,9,CFM56-3C Replacement Engine,CFM INTL,DEMO-ENGINE-MODEL-529,ENGINE,Custom demo replacement offer using an FAA model reference; not a real manufacturer part number or commercial offer.,"{""engine_model_id"": 529, ""is_demo"": true, ""reference_source"": ""FAA ENGINE""}",true,2026-09-01 00:00:00
306,9,CFM56-3C1 Replacement Engine,CFM INTL,DEMO-ENGINE-MODEL-530,ENGINE,Custom demo replacement offer using an FAA model reference; not a real manufacturer part number or commercial offer.,"{""engine_model_id"": 530, ""is_demo"": true, ""reference_source"": ""FAA ENGINE""}",true,2026-09-01 00:00:00
307,9,CFM56-5B2 Replacement Engine,CFM INTL,DEMO-ENGINE-MODEL-542,ENGINE,Custom demo replacement offer using an FAA model reference; not a real manufacturer part number or commercial offer.,"{""engine_model_id"": 542, ""is_demo"": true, ""reference_source"": ""FAA ENGINE""}",true,2026-09-01 00:00:00
308,9,CFM56-5B3/3 Replacement Engine,CFM INTL,DEMO-ENGINE-MODEL-547,ENGINE,Custom demo replacement offer using an FAA model reference; not a real manufacturer part number or commercial offer.,"{""engine_model_id"": 547, ""is_demo"": true, ""reference_source"": ""FAA ENGINE""}",true,2026-09-01 00:00:00
309,9,CFM56-5B3/P Replacement Engine,CFM INTL,DEMO-ENGINE-MODEL-548,ENGINE,Custom demo replacement offer using an FAA model reference; not a real manufacturer part number or commercial offer.,"{""engine_model_id"": 548, ""is_demo"": true, ""reference_source"": ""FAA ENGINE""}",true,2026-09-01 00:00:00
310,9,CFM56-5B4 Replacement Engine,CFM INTL,DEMO-ENGINE-MODEL-550,ENGINE,Custom demo replacement offer using an FAA model reference; not a real manufacturer part number or commercial offer.,"{""engine_model_id"": 550, ""is_demo"": true, ""reference_source"": ""FAA ENGINE""}",true,2026-09-01 00:00:00
311,9,CFM56-5B4/3 Replacement Engine,CFM INTL,DEMO-ENGINE-MODEL-553,ENGINE,Custom demo replacement offer using an FAA model reference; not a real manufacturer part number or commercial offer.,"{""engine_model_id"": 553, ""is_demo"": true, ""reference_source"": ""FAA ENGINE""}",true,2026-09-01 00:00:00
312,9,CFM56-5B4/P Replacement Engine,CFM INTL,DEMO-ENGINE-MODEL-554,ENGINE,Custom demo replacement offer using an FAA model reference; not a real manufacturer part number or commercial offer.,"{""engine_model_id"": 554, ""is_demo"": true, ""reference_source"": ""FAA ENGINE""}",true,2026-09-01 00:00:00
